tconst,primaryTitle,startYear
tt0121277,Fernando Namora,1969
tt0121293,A Force in Readiness,1961
tt0121294,The Formosan Macaque-Mao-Mao Lien and Her Friend,1991
tt0121304,Fui ao Cristo Rei,1996
tt0121405,Les instants,1978
tt0121492,Loads,1985
tt0121616,Oskar Langenfeld. 12 Mal,1966
tt0121627,Patent Pending,1994
tt0121710,Safety Senses,1975
tt0121758,De Sol a Sol,1975
tt0121769,Stoney Knows How,1981
tt0121869,What Do You Call an Indian Woman Who's Funny,1994
tt0122127,Kameramuseet,1997
tt0122384,Der Auftritt,1996
tt0122391,"Barcelona, templo de amor y de paz",1952
tt0122415,Brigitte Horney,1977
tt0122425,Carnaval,1952
tt0122442,Con los hombres azules,1953
tt0122454,Los desastres de la guerra,1953
tt0122455,Desde la cuneta,1952
tt0122472,El Greco en su obra maestra: El entierro del Conde Orgaz,1954
tt0122599,"Madrid, primavera del mundo",1952
tt0122627,Narciarze,1958
tt0122634,No hay billetes,1953
tt0122635,Nochebuena gitana,1953
tt0122702,Secretos de la vida,1952
tt0122723,Sol y toros,1952
tt0122762,Toreo a caballo,1953
tt0122766,Desert Train,1996
tt0122771,Uit glas en staal,1962
tt0122795,Waterloo,1965
tt0122803,Wstep do wiedzy o sztuce - Artysta,1967
tt0122957,Ardekoul,1997
tt0123112,I Married a Munchkin,1994
tt0123203,Oinaru nire,1976
tt0123413,The Bad Society,1977
tt0123732,Connections,1994
tt0123780,Dale Chihuly: Glass Master,1987
tt0123929,Josh Simpson: L'Arte Vertraria,1993
tt0123962,A Letter to Freddy Buache,1982
tt0123999,Mary Shaffer: A Natural Force,1995
tt0124075,Portland,1998
tt0124172,A Touch of Glass,1987
tt0124204,Visiting Italy,1951
tt0124206,Voices in a Deaf Theater,1996
tt0124286,Astas y garrochas,1955
tt0124290,Bajo nuestras banderas,1955
tt0124293,Barcelona y la sardana,1955
tt0124305,Camino de Santiago de los franceses,1955
tt0124309,Carta de Sanabria,1955
tt0124316,Ciudades gallegas,1956
tt0124320,Las comarcas del Ulla,1955
tt0124322,Costas del sur,1956
tt0124324,Cuando llegues a Madrid...,1954
tt0124325,Cumbres de Gran Canaria,1956
tt0124465,En el paisaje de Olot,1956
tt0124467,En la luz de Gran Canaria,1955
tt0124468,En la paz del monasterio,1956
tt0124495,Estampas mallorquinas,1956
tt0124496,Estrella mora,1955
tt0124546,Feria internacional del campo,1955
tt0124550,Fiesta aldeana,1955
tt0124551,La fiesta de las espigas,1955
tt0124552,Fiesta del fuego,1956
tt0124688,Granada,1956
tt0124744,La hispanidad en Trento,1956
tt0124745,Historia en la Costa del Sol,1956
tt0124748,Las horas que pasan,1956
tt0124776,Lanzarote,1956
tt0124786,Madrid,1955
tt0124787,Madrid en diez minutos,1956
tt0124788,Mar de Arosa,1955
tt0124796,Misa en Compostela,1954
tt0124805,Nace un salto de agua,1954
tt0124812,La noche ilusionada,1956
tt0124832,Peregrinos eternos,1955
tt0124841,Productividad,1955
tt0124842,La provincia resurge: Plan de Badajoz,1956
tt0124850,La reina de la luz,1954
tt0124856,Ronda y Pedro Romero,1955
tt0124859,El rostro de Cristo en su Via Crucis,1955
tt0124860,Ruta de Orense,1956
tt0124861,Ruta de almenas,1956
tt0124863,Saeta,1955
tt0124868,"Segovia, morada del alma",1955
tt0124874,La siembra milagrosa,1956
tt0124896,La tauromaquia,1954
tt0124898,Tenerife y sus bellezas,1955
tt0124902,Tierra feliz,1956
tt0124908,Tren naranjero,1956
tt0124979,Alchemy in Light,1995
tt0126102,Through Adam's Eyes,1977
tt0126254,Crusade for Prayer,1952
tt0126422,The Memory of the Rose,1964
tt0126706,A Mother with Two Children Expecting Her Third,1970
tt0126768,"A la mar, acero",1958
tt0126778,Aires de mi tierra,1958
tt0126779,Alto Pirineo,1957
tt0126780,Amsterdam Afterbeat,1997
tt0126794,Arte popular VII,1958
tt0126797,Un atleta: Manuel Cuadra Salcedo,1958
tt0126808,La batalla de flores,1958
tt0126834,Castilla del mar,1958
tt0126841,Ciudad del mar,1958
tt0126844,Contrapunto de Madrid,1957
tt0126845,Costa Blanca,1958
tt0126868,El diecisiete Congreso Internacional de Ferrocarriles,1958
tt0126889,En la Costa Verde,1957
tt0126890,En las tierras de Simba,1958
tt0126892,Encierro (Burla a la muerte),1958
tt0126893,Entre el agua y el barro,1957
tt0126901,Las fallas de Valencia,1958
tt0126904,La fiesta de las piraguas,1958
tt0126905,Fiestas del Pilar,1957
tt0126919,La fragua encendida,1958
tt0126935,"Goya, una vida apasionada",1958
tt0126970,La isla Verde,1958
tt0126971,La isla de los volcanes,1958
tt0127000,Levante blanco y azul,1957
tt0127018,"Mascarada, obra y presencia de Solana",1958
tt0127036,"Murillo, pintor de Sevilla",1958
tt0127037,El museo de San Vicente de Toledo,1958
tt0127071,"El papel, base del billete de banco",1958
tt0127139,Por el camino de la jota,1957
tt0127238,Reportaje: Abonos,1958
tt0127239,Reportaje: Explosivos,1958
tt0127242,Residencias y ambulatorios del seguro de enfermedad,1957
tt0127274,Sevilla penitente,1958
tt0127292,Sobre dos ruedas,1957
tt0127313,Tarde taurina,1957
tt0127317,Tierra y mar del noroeste,1958
tt0127320,To Sang Fotostudio,1997
tt0127334,El turia,1958
tt0127344,Viaje a Mallorca,1958
tt0127346,A Visit to China's Miao Country,1996
tt0127347,Visita a Ceuta,1958
tt0127430,Anpoove,1997
tt0127671,Magazin ekonomik: Pti metye,1989
tt0128032,Agua en Monegros,1959
tt0128098,Carlos de Europa,1959
tt0128109,La catedral de Santiago de Compostela,1959
tt0128138,Confessions,1972
tt0128139,El copo,1959
tt0128141,Costa Brava,1959
tt0128179,El Greco en Toledo,1959
tt0128184,El entierro del conde de Orgaz,1959
tt0128185,Entrapped,1998
tt0128203,Feria de Jerez,1959
tt0128204,La feria de Sevilla,1959
tt0128210,Fiesta en Pamplona,1959
tt0128237,Granada,1959
tt0128341,El mensaje de la medalla,1959
tt0128349,El milagro del agua,1959
tt0128384,Oro y sangre en Toledo,1959
tt0128408,Las pinturas negras de Goya,1959
tt0128463,"Sevilla, tierra de luz",1959
tt0128770,"Toledo, otra vez por el emperador",1959
tt0128822,Viajando por Asturias,1959
tt0128835,A Walk Through Prospero's Library,1991
tt0128905,1955 Motion Picture Theatre Celebration,1955
tt0128917,Alaska Lifeboat,1956
tt0129173,Jews in Poland,1957
tt0129260,Still Love You After All These,1997
tt0129267,Nocturno,1962
tt0129573,We Never Sleep,1956
tt0129745,Amanhecer em Lisboa,1965
tt0129801,Bubbeh Lee and Me,1997
tt0129813,Carlos Botelho,1960
tt0129815,The Case Against the 20% Federal Admissions Tax on Motion Picture Theatres,1953
tt0129834,Comboios de Portugal,1960
tt0129836,How Some Jellyfish Are Born,1960
tt0129859,Sea Ballerinas,1960
tt0129918,Family Video Diaries: Daughter of the Bride,1997
tt0130006,Hot Bagels,1979
tt0130104,Mais Um Ano de Progresso Nacional,1960
tt0130126,Moinhos de Portugal,1965
tt0130148,Nu opriti ventilatorul,1976
tt0130151,Odessa Steps,1997
tt0130154,Different Trains,1996
tt0130173,Paisagem Animada,1965
tt0130220,Retratos das Margens do Rio Liz,1965
tt0130298,Sin,1996
tt0130320,Trindade Coelho,1965
tt0130347,Viagem do Presidente ao Norte,1960
tt0130445,Alaska: Spirit of the Wild,1998
tt0130490,Bailes de Galicia,1960
tt0130515,Blow Job,1963
tt0130516,Bodas reales: Balduino y Fabiola,1960
tt0130522,Brittania: The First of the Last,1979
tt0130528,El campo de Badajoz se transforma,1960
tt0130558,La ciudad de cristal,1960
tt0130579,Corrida goyesca,1960
tt0130582,Costumbres vascas,1960
tt0130657,En la Ciudad Encantada,1960
tt0130658,En los montes de Toledo,1960
tt0130666,Estoril y sus fiestas,1960
tt0130694,Fiesta andaluza,1960
tt0130709,Fire in Castilla (Tactilvision from the Moor of the Fright),1961
tt0130765,Historia de un rayo de sol,1960
tt0130784,In Rheinsberg,1982
tt0130856,Medio siglo en un pincel,1960
tt0130865,Mingote,1960
tt0130868,El monasterio de Piedra,1960
tt0130875,Moros y cristianos,1960
tt0130903,Nieves del Pirineo,1960
tt0130909,El noveno,1960
tt0130921,One Thing I Know,1995
tt0130935,Patos en la albufera,1960
tt0130949,Por la cuenca del Cinca,1960
tt0131021,Slatan Dudow,1975
tt0131022,Sobre Madrid,1960
tt0131023,Sonata gallega,1960
tt0131066,Tierras toledanas,1960
tt0131077,El tribunal de las Aguas,1960
tt0131126,Volando hacia Mallorca,1960
tt0131138,Wittstock III,1978
tt0131145,Zamora,1960
tt0131148,Zoran,1997
tt0131316,Ases del ciclismo,1959
tt0131481,Amintirea unei artiste,1957
tt0131483,The Million Dollar Nickel,1952
tt0131575,Santiago de Compostela,1958
tt0131592,Soria doce linajes,1959
tt0131599,Primavara,1963
tt0131600,Springtime in the Netherlands,1951
tt0131616,Tierras de Soria,1959
tt0131642,White Peril,1956
tt0131648,Cu acul si ata,1966
tt0131651,Femeile lupta pentru pace,1950
tt0131691,'Sagres' em Marselha e Regresso a Lisboa,1980
tt0131693,'Tempo',1980
tt0131710,Alcoolismo,1975
tt0131714,Algarve - Turismo,1980
tt0131718,O Alimento e a Vida,1980
tt0131719,O Amolador,1980
tt0131821,Aspectos da Vida Minhota,1980
tt0131853,O Azeite,1980
tt0131946,Barragem do Pocinho,1985
tt0131970,Benvindos a Bordo - TAP,1985
tt0131973,Bilhete Postal,1980
tt0131997,Caminho de Ferro de Benguela,1950
tt0132025,Cenas Ribatejanas,1980
tt0132049,A Comuna Che Guevara,1975
tt0132058,Cooperativa de Arrentela,1975
tt0132059,A Cor do Perigo,1970
tt0132075,Dallas,1985
tt0132083,Dia de Portugal na Expo'70,1970
tt0132084,O Dia do Emigrante,1975
tt0132095,Dois Pisos,1970
tt0132098,Douro - Portugal,1980
tt0132107,Efacec,1980
tt0132142,Facim 75,1975
tt0132151,Festa do 'Avante!',1980
tt0132159,Filmoda 80,1980
tt0132211,Herdade do Zambujal,1975
tt0132233,A Ilha,1985
tt0132235,Imagens da II Marcha da Camaradagem,1950
tt0132282,Lisboa dos Poetas,1980
tt0132292,Made In - II,1980
tt0132319,Mindelo,1980
tt0132324,A Moda,1975
tt0132361,Neve de Angola,1975
tt0132370,Ocean Mist,1993
tt0132374,Oleaginosas,1975
tt0132375,Olivicultura em Portugal,1980
tt0132397,Ourivesaria Portuguesa,1975
tt0132406,O Parque Natural da Serra da Estrela,1980
tt0132407,Parque de Perafita,1985
tt0132412,A Penteadora,1975
tt0132415,Pesca Grossa,1975
tt0132423,O Pintor Mendes da Silva,1975
tt0132424,A Pintora Helena Amaral,1980
tt0132425,Pinturas Murais,1975
tt0132436,Portalegre,1980
tt0132443,O Povo e a Arte,1975
tt0132444,O Povo e o Futuro,1975
tt0132459,Quotidiano,1975
tt0132469,O Rendeiro,1975
tt0132484,O Rufar dos Tambores,1970
tt0132491,Os Santos Populares,1980
tt0132493,Saudades,1985
tt0132515,Sinfonia II,1985
tt0132522,"O Sol, a Chuva e o Dinheiro",1975
tt0132578,Tudo a Perder,1970
tt0132587,Um Punhado de Valentes,1970
tt0132593,A Velhice Deve Ser Preparada,1975
tt0132599,Viagens de Sol... ao Algarve de Portugal,1975
tt0132600,Vieira da Silva,1970
tt0132601,Vila Franca de Xira,1975
tt0132608,Voar,1970
tt0132639,A Zona de Alfama,1980
tt0133216,Steppin' Out,1979
tt0133326,"1561-1961, Capitalidad y rango de Madrid",1961
tt0133381,Arte y tiempo,1961
tt0133401,Barcelona vieja amiga,1961
tt0133406,Behind the Threshold,1996
tt0133409,Benidorm,1961
tt0133588,El bosque y el agua,1961
tt0133681,Camino de Santiago,1961
tt0133682,Los caminos de Don Quijote,1961
tt0133687,Cerro Pelado,1966
tt0133698,Corrida de Feria,1961
tt0133701,Cristo fusilado,1961
tt0133705,La dama y las palmeras,1961
tt0133764,Fiesta en Pamplona,1961
tt0133765,Fiesta en Toledo,1961
tt0133867,Huellas de Imperio,1961
tt0133869,Idilio en Ibiza,1961
tt0133879,Invierno en Gran Canaria,1961
tt0133912,"Laredo, Costa Esmeralda",1961
tt0133937,Luanda ya no es de San Pablo,1976
tt0133953,El martirio de San Mauricio,1961
tt0133974,Monasterio de Guadalupe,1961
tt0133975,Monjes y romeros,1961
tt0133983,El mundo de Solana,1961
tt0134000,Nuestros aprendices,1961
tt0134022,El pastor vasco,1961
tt0134046,Quince reinas,1961
tt0134048,A Rapa das bestas,1961
tt0134049,Realidades 1961,1961
tt0134078,Santillana del Mar,1961
tt0134151,Tiempo de playa,1961
tt0134152,La tierra de conquistadores,1961
tt0134157,El toro de lidia,1961
tt0134159,Trape...,1996
tt0134200,Volando sobre el Ebro,1961
tt0134229,"Zamora, tierras de cumbre",1961
tt0134622,Dolenti compagni di viaggio,1995
tt0134789,Lumini si piatra,1964
tt0134798,Luigi e Bruna,1994
tt0134814,Maryanne e gli altri,1995
tt0134853,No todo es permanente,1995
tt0134932,Recordar es vivir,1993
tt0135759,Al final del camino,1962
tt0135766,Altos lagos,1962
tt0135781,Asturias 1961,1962
tt0135812,Born to Fight,1956
tt0135827,Capital Madrid,1962
tt0135833,Centauros 1962,1962
tt0135846,Costa de la Luz,1962
tt0136122,The Edge of Existence,1993
tt0136142,En el golfo de Guinea,1962
tt0136143,En la selva y en el zoo,1962
tt0136144,En serio y en broma,1962
tt0136190,La feria de Sevilla,1962
tt0136191,Fernando Poo,1962
tt0136195,La fiesta de la vendimia,1962
tt0136203,Fondos,1962
tt0136224,Los gigantes de La Mancha,1962
tt0136229,"Granada, nieve y mar",1962
tt0136259,Ibiza,1962
tt0136266,"Industria, Hispania, Segovia, tres buques para Suecia",1962
tt0136398,El mensaje del sello,1962
tt0136400,Metamorfoze,1968
tt0136404,Minas de Riotinto,1962
tt0136411,Monasterio de Montserrat,1962
tt0136450,Panorama de Castilla,1962
tt0136502,La ruta de los borregos,1962
tt0136503,Rutas del Quijote,1962
tt0136507,Sacromonte (Granada),1962
tt0136512,Sangre en la arena,1962
tt0136513,La sangre,1962
tt0136528,Siembra,1962
tt0136564,Tiempo dos,1962
tt0136565,Tierra de fuego,1962
tt0136570,"Torerillos, 61",1962
tt0136571,Torero,1962
tt0136572,"El toro, vida y muerte",1962
tt0136586,Universidades laborales - A,1962
tt0136587,Universidades laborales - B,1962
tt0136593,Vacaciones en Levante,1962
tt0136606,Volando sobre el Duero,1962
tt0136621,"Zaragoza, ciudad inmortal",1962
tt0137025,International Sweethearts of Rhythm,1986
tt0137117,Uciderea pruncilor,1959
tt0137143,Oamenii nostri,1964
tt0137150,Pagini de vitejie,1959
tt0137177,Positive Story,1996
tt0137241,Tomboy,1994
tt0137345,Agricultura,1964
tt0137353,Los almadraberos,1963
tt0137359,Before and After,1963
tt0137360,Antonio en la cueva de Nerja,1963
tt0137370,La aventura de Api,1964
tt0137379,Las bellas en Mallorca,1963
tt0137380,La berrea,1964
tt0137400,Botadura del buque tanque Elcano,1963
tt0137407,Buenos Aires capital,1963
tt0137409,Camino escondido,1964
tt0137410,El camino real,1964
tt0137412,Canto a la esperanza,1964
tt0137416,Una carrera a toda prueba,1963
tt0137419,Castillos de Segovia,1963
tt0137421,"Caterpillar, contribuye al desarrollo del Plan Nacional de Carreteras",1964
tt0137430,El cicerone vagabundo,1964
tt0137434,La cogida y la muerte,1963
tt0137436,Como el viento,1964
tt0137445,Creer y saber,1963
tt0137447,Cualquiera tiempo pasado,1964
tt0137448,Cuando nace el vino,1963
tt0137450,Cuerdas y crampones,1963
tt0137451,"Cuixart, permanencia del barroco",1963
tt0137462,Destino Costa del Sol,1964
tt0137463,Los diablos danzantes,1964
tt0137473,Duende y soledad,1964
tt0137474,El duero nace en Soria,1963
tt0137478,A Day in Lisbon,1964
tt0137488,Embrujo del sur,1964
tt0137489,En Madrid de 5 a 7,1964
tt0137490,El encierro de Pamplona,1963
tt0137491,El encierro,1963
tt0137493,Enfermedades profesionales,1964
tt0137499,Espacio Dos,1963
tt0137503,Estudiantes de mono azul,1963
tt0137521,Fiesta con toro,1963
tt0137623,Fuentes de luz en Asturias,1963
tt0137793,El gran Bilbao,1964
tt0137802,La guitarra marca,1964
tt0137804,Hacia Dios,1964
tt0137812,Heroic,1997
tt0137816,Hogueras de San Juan,1964
tt0137819,Huesca,1963
tt0137829,Ilustraciones del Quijote,1963
tt0137843,Isla afortunada,1963
tt0137844,Isla de Menorca,1963
tt0137845,La isla de los dragos,1964
tt0137850,Jerez... bodega del mundo,1964
tt0137858,Junto a la Costa del Sol,1963
tt0137887,A Railwayman's Word,1953
tt0137915,Llanto y saeta de Sevilla,1963
tt0137918,Lope de Vega,1964
tt0137928,Madrid-Casablanca-Canarias,1963
tt0137930,"Mallorca, Isla del Sol",1963
tt0137931,El mandato de la moda,1964
tt0137972,Murcia y su mar,1963
tt0137991,Notas andaluzas,1964
tt0137996,Objetivo 67,1964
tt0137999,Ordesa,1963
tt0138000,Organice su archivo,1963
tt0138002,Otra vez el circo,1964
tt0138007,Parques nacionales en los Pirineos,1964
tt0138008,Un paseo por la Argentina,1963
tt0138009,Pasiuni,1966
tt0138011,Pe drumurile Thaliei,1964
tt0138021,Piedra,1964
tt0138025,Plan Guadarranque,1964
tt0138030,Politete,1966
tt0138032,Por tierras de las Siete Villas,1963
tt0138033,Por una vida mejor,1964
tt0138041,Public Housing for the 80s,1995
tt0138047,Los pueblos blancos,1963
tt0138053,Red de instituciones sanitarias de la Seguridad Social,1963
tt0138055,Reportaje a Unamuno,1964
tt0138056,Requiem dla 500 tysiecy,1963
tt0138066,Ronda,1963
tt0138070,La ruta del toro,1964
tt0138093,Sevilla y su feria,1963
tt0138115,La suerte,1963
tt0138125,Un techo para la paz,1964
tt0138130,Tiempo abierto,1963
tt0138133,Tierra vasca,1964
tt0138134,Tierra viviente,1964
tt0138140,Toros de capeas,1963
tt0138141,Toros tres,1963
tt0138144,La traca a Valencia,1964
tt0138158,Valencia y sus fallas,1963
tt0138167,A Vision Built: Zaha Hadid,1994
tt0138169,Visitando a las estrellas,1964
tt0138171,Vitoria,1964
tt0138172,Vitoria Stop,1964
tt0138173,Vivir en Castilla,1964
tt0138174,Vizcaya cuatro,1964
tt0138175,Vizcaya hoy: una extensa y eficaz obra social,1964
tt0138183,Voz y baile,1964
tt0138205,Zabaleta,1963
tt0138361,Christmas on Earth,1963
tt0138562,Kumbha Mela,1989
tt0138879,To Bear Witness,1983
tt0138941,Window Water Baby Moving,1959
tt0139001,La agricultura progresa,1965
tt0139002,"Aire, sol y Costa Brava",1965
tt0139005,Albergues y paradores,1965
tt0139007,Algo de amor,1965
tt0139038,Un avance hacia el futuro,1965
tt0139055,El barco y su gente,1965
tt0139067,Bienvenido a nuestra empresa,1965
tt0139080,Botadura del Cerro Pelado,1965
tt0139084,Brindis al mundo,1965
tt0139088,Burgos de Norte a Sur,1965
tt0139089,Burgos hoy,1965
tt0139092,Una calle de Barcelona,1965
tt0139099,Cartas de un peregrino,1965
tt0139103,Centinelas del aire,1965
tt0139118,Cincuenta y dos domingos,1965
tt0139130,La corrida,1965
tt0139136,Cuando la ciudad duerme,1965
tt0139138,Cuenca,1965
tt0139142,DKW F.1000,1965
tt0139170,La edad Ye-Ye,1965
tt0139176,Electrificando Castilla,1965
tt0139180,Espacio muerto,1965
tt0139191,Family Portrait,1950
tt0139196,Feria de Muestras en Barcelona,1965
tt0139217,Florinda y el viento,1965
tt0139373,Un idioma para el mundo,1965
tt0139435,"Luis Caballero, S.A. en la zona del Jerez",1965
tt0139449,Un mar de piedra,1965
tt0139456,Melismas,1965
tt0139458,El Memorial del agua,1965
tt0139540,Ordinary Spring,1962
tt0139582,San Juan del Toro,1965
tt0139602,"Sex, Blood and Mutilation",1995
tt0139616,Slap,1987
tt0139651,Toro,1965
tt0139689,Universidad de Navarra,1965
tt0139694,Vagones especiales,1965
tt0139726,With Love from Truman,1966
tt0139832,"Amazonas, Amazonas",1965
tt0139955,Cuentos del Alhambra,1963
tt0140512,Ritmuri potrivite,1964
tt0140514,Drumuri,1964
tt0140517,Radacini,1963
tt0140552,Viscolul,1953
tt0140597,Tabacarii,1963
tt0140609,La terra che non ride,1961
tt0140623,Spre cer,1964
tt0140657,Una y otra vez,1982
tt0140696,Insemnari din delta,1957
tt0140803,Amazon,1997
tt0140827,Avtomaty v kosmose,1959
tt0140837,Barros de Estremoz,1962
tt0140930,Cycloid,1982
tt0140940,De Castro Laboreiro ao Lindoso,1986
tt0140990,Escrito na Lava,1984
tt0141308,Age Class,1976
tt0141548,Letter from Christine,1960
tt0141571,A Man Has Returned from Space,1961
tt0141612,The Death of the Young English Aviator,1993
tt0141621,A Mulher e a Roda,1970
tt0141643,Na Rota das Baleias,1984
tt0141708,Paris la nuit,1960
tt0141783,"Rio Tejo, Reserva a Ocidente",1980
tt0141810,Tomorrow's Shift,1959
tt0141858,A Story of Healing,1997
tt0141873,Szemek,1974
tt0141928,URSS,1975
tt0141934,Sub aripa vulturului,1963
tt0142205,Culebra,1971
tt0142684,New Bedford,1982
tt0142819,San Diego,1982
tt0142923,Toronto,1982
tt0142967,The Voice from Space,1958
tt0143091,Agadati: Screen of an Artist,1997
tt0143098,Along the Erie Canal,1998
tt0143242,Fahma-Dust,1997
